ZIP, avg_precipitation, N_avg_precipitation, renter_occupied, N_renter_occupied, earthquake_index, N_earthquake_index, pop_growth_rate, N_pop_growth_rate, avg_temperature, N_avg_temperature, poverty_Rate, N_poverty_Rate, parks, N_parks, crime_index, N_crime_index, female_labor, N_female_labor, coffeeshops, N_coffeeshops, restaurants, N_restaurants
94136, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 12.00, 30.00, 2718.00, 55.19, 0.64, 64.20, 1.00, 2.50, 40.00, 100.00
94137, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 37.00, 92.50, 40.00, 100.00
94138, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 35.00, 87.50, 40.00, 100.00
94139, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 40.00, 100.00, NA, NA, NA, NA, 34.00, 85.00, 40.00, 100.00
95401, 36.28, 53.05, 0.42, 57.70, 61.16, 38.59, 0.14, 95.26, 57.62, 43.60, 14.10, 72.02, 12.00, 30.00, 1510.00, 75.11, 0.60, 60.50, 0.00, 0.00, 4.00, 10.00
95407, NA, NA, 0.42, 57.70, 61.16, 38.59, 0.14, 95.26, NA, NA, 15.70, 68.85, 8.00, 20.00, 1510.00, 75.11, 0.60, 60.50, 0.00, 0.00, 2.00, 5.00
95406, 32.20, 43.80, 0.42, 57.70, 61.16, 38.59, 0.14, 95.26, 59.19, 60.76, NA, NA, 15.00, 37.50, 1510.00, 75.11, 0.60, 60.50, 2.00, 5.00, 40.00, 100.00
95405, 32.20, 43.80, 0.42, 57.70, 61.16, 38.59, 0.14, 95.26, 59.19, 60.76, 7.30, 85.52, 22.00, 55.00, 1510.00, 75.11, 0.60, 60.50, 0.00, 0.00, 14.00, 35.00
95404, 32.20, 43.80, 0.42, 57.70, 61.16, 38.59, 0.14, 95.26, 59.19, 60.76, 10.50, 79.17, 2.00, 5.00, 1510.00, 75.11, 0.60, 60.50, 0.00, 0.00, 0.00, 0.00
94039, NA, NA, 0.56, 44.00, 17.93, 83.92, 0.05, 95.94, NA, NA, NA, NA, 40.00, 100.00, 1139.00, 81.22, 0.66, 66.00, 5.00, 12.50, 40.00, 100.00
94038, 30.46, 39.87, 0.29, 71.20, 23.31, 78.28, 0.59, 91.84, 56.27, 28.93, 11.70, 76.79, 0.00, 0.00, 0.00, 100.00, 0.62, 62.00, 0.00, 0.00, 0.00, 0.00
95219, NA, NA, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, NA, NA, 12.10, 75.99, 0.00, 0.00, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 0.00, 0.00
94030, 26.29, 30.40, 0.35, 65.00, 30.25, 71.00, 0.04, 96.00, 58.26, 50.59, 6.40, 87.30, 3.00, 7.50, 931.00, 84.65, 0.57, 56.70, 0.00, 0.00, 2.00, 5.00
95215, 14.06, 2.68, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, 61.32, 83.92, 18.30, 63.69, 0.00, 0.00, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 1.00, 2.50
94035, NA, NA, 0.56, 44.00, 17.93, 83.92, 0.05, 95.94, NA, NA, NA, NA, 4.00, 10.00, 1139.00, 81.22, 0.66, 66.00, 0.00, 0.00, 3.00, 7.50
95213, 14.06, 2.68, 0.43, 56.70, 4.57, 97.92, 0.20, 94.81, 61.32, 83.92, NA, NA, 1.00, 2.50, 4003.00, 34.01, 0.57, 56.90, 0.00, 0.00, 8.00, 20.00
94037, 30.46, 39.87, 0.17, 83.10, 27.57, 73.81, -0.01, 96.41, 56.27, 28.93, 0.00, 100.00, 4.00, 10.00, 0.00, 100.00, 0.71, 71.30, 0.00, 0.00, 20.00, 50.00
95211, 17.77, 11.09, NA, NA, NA, NA, NA, NA, 62.22, 93.73, NA, NA, 4.00, 10.00, NA, NA, NA, NA, 0.00, 0.00, 40.00, 100.00
94585, 24.81, 27.05, NA, NA, NA, NA, NA, NA, 60.98, 80.29, 11.00, 78.17, 0.00, 0.00, NA, NA, NA, NA, 0.00, 0.00, 0.00, 0.00
94587, 15.88, 6.81, 0.29, 70.50, 27.37, 74.02, 0.04, 96.00, 59.65, 65.76, 8.50, 83.13, 6.00, 15.00, 1752.00, 71.12, 0.60, 59.80, 0.00, 0.00, 26.00, 65.00
94586, NA, NA, 0.21, 78.60, 29.48, 71.81, -0.31, 98.68, NA, NA, 2.60, 94.84, 0.00, 0.00, 0.00, 100.00, 0.63, 63.30, 0.00, 0.00, 0.00, 0.00
94581, 37.55, 55.92, 0.40, 60.10, 7.62, 94.73, 0.06, 95.85, 58.46, 52.77, NA, NA, 9.00, 22.50, 1312.00, 78.37, 0.61, 61.30, 2.00, 5.00, 40.00, 100.00
94580, 18.04, 11.70, 0.26, 73.70, 38.90, 61.93, 0.07, 95.76, 58.84, 56.95, 7.20, 85.71, 17.00, 42.50, 0.00, 100.00, 0.63, 62.90, 1.00, 2.50, 40.00, 100.00
94583, NA, NA, 0.28, 71.80, 48.05, 52.34, 0.61, 91.66, NA, NA, 2.50, 95.04, 2.00, 5.00, 669.00, 88.97, 0.65, 65.40, 0.00, 0.00, 24.00, 60.00
94582, NA, NA, 0.28, 71.80, 48.05, 52.34, 0.61, 91.66, NA, NA, 3.90, 92.26, 5.00, 12.50, 669.00, 88.97, 0.65, 65.40, 0.00, 0.00, 1.00, 2.50
94589, 24.05, 25.32, NA, NA, NA, NA, NA, NA, 58.01, 47.91, 15.50, 69.25, 1.00, 2.50, NA, NA, NA, NA, 0.00, 0.00, 0.00, 0.00
94588, 15.47, 5.87, 0.30, 69.50, 24.48, 77.05, 0.10, 95.51, 60.00, 69.62, 4.70, 90.67, 4.00, 10.00, 760.00, 87.47, 0.60, 60.10, 1.00, 2.50, 23.00, 57.50
94156, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 34.00, 85.00, 40.00, 100.00
94145, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 37.00, 92.50, 40.00, 100.00
94144, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 34.00, 85.00, 40.00, 100.00
94147, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 34.00, 85.00, 40.00, 100.00
94146, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 34.00, 85.00, 40.00, 100.00
94141, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 17.00, 42.50, 40.00, 100.00
94140, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 37.00, 92.50, 40.00, 100.00
94143, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 14.00, 35.00, 40.00, 100.00
94142, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 35.00, 87.50, 40.00, 100.00
94624, NA, NA, 0.53, 47.10, 66.09, 33.42, -0.02, 96.47, NA, NA, NA, NA, 1.00, 2.50, 5091.00, 16.07, 0.60, 60.50, 0.00, 0.00, 30.00, 75.00
94625, NA, NA, 0.53, 47.10, 66.09, 33.42, -0.02, 96.47, NA, NA, NA, NA, 0.00, 0.00, 5091.00, 16.07, 0.60, 60.50, 0.00, 0.00, 3.00, 7.50
95497, NA, NA, 0.00, 100.00, 5.36, 97.10, 0.00, 96.30, NA, NA, 3.40, 93.25, 1.00, 2.50, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 1.00, 2.50
94620, NA, NA, 0.08, 91.80, 86.67, 11.85, -0.03, 96.50, NA, NA, NA, NA, 21.00, 52.50, 1066.00, 82.43, 0.58, 57.60, 8.00, 20.00, 40.00, 100.00
94621, 23.75, 24.64, 0.53, 47.10, 66.09, 33.42, -0.02, 96.47, 57.49, 42.23, 32.80, 34.92, 3.00, 7.50, 5091.00, 16.07, 0.60, 60.50, 0.00, 0.00, 1.00, 2.50
94622, NA, NA, 0.53, 47.10, 66.09, 33.42, -0.02, 96.47, NA, NA, NA, NA, 3.00, 7.50, 5091.00, 16.07, 0.60, 60.50, 0.00, 0.00, 36.00, 90.00
94623, NA, NA, 0.53, 47.10, 66.09, 33.42, -0.02, 96.47, NA, NA, NA, NA, 4.00, 10.00, 5091.00, 16.07, 0.60, 60.50, 0.00, 0.00, 20.00, 50.00
94720, 26.74, 31.42, 0.53, 47.10, 74.09, 25.04, 0.10, 95.58, 58.05, 48.32, 36.40, 27.78, 31.00, 77.50, 2878.00, 52.56, 0.57, 56.60, 25.00, 62.50, 40.00, 100.00
95148, 26.13, 30.04, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, 54.52, 9.90, 6.40, 87.30, 2.00, 5.00, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 1.00, 2.50
95140, 26.13, 30.04, NA, NA, NA, NA, NA, NA, 54.52, 9.90, 0.00, 100.00, 0.00, 0.00, NA, NA, NA, NA, 0.00, 0.00, 0.00, 0.00
95141, NA, NA, 0.40, 60.40, 46.30, 54.17, 0.06, 95.87, NA, NA, NA, NA, 1.00, 2.50, 1475.00, 75.68, 0.61, 61.20, 0.00, 0.00, 0.00, 0.00
94088, NA, NA, 0.51, 49.30, 19.20, 82.59, 0.06, 95.82, NA, NA, NA, NA, 2.00, 5.00, 839.00, 86.17, 0.61, 60.80, 0.00, 0.00, 7.00, 17.50
94089, NA, NA, 0.51, 49.30, 19.20, 82.59, 0.06, 95.82, NA, NA, 6.80, 86.51, 9.00, 22.50, 839.00, 86.17, 0.61, 60.80, 0.00, 0.00, 21.00, 52.50
94080, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 7.40, 85.32, 20.00, 50.00, NA, NA, NA, NA, 0.00, 0.00, 40.00, 100.00
94083, NA, NA, 0.39, 60.90, 30.12, 71.14, 0.05, 95.92, NA, NA, NA, NA, 29.00, 72.50, 1230.00, 79.72, 0.63, 63.20, 1.00, 2.50, 40.00, 100.00
94085, 14.68, 4.08, 0.51, 49.30, 19.20, 82.59, 0.06, 95.82, 60.28, 72.66, 9.90, 80.36, 19.00, 47.50, 839.00, 86.17, 0.61, 60.80, 2.00, 5.00, 40.00, 100.00
94086, 14.68, 4.08, 0.51, 49.30, 19.20, 82.59, 0.06, 95.82, 60.28, 72.66, 7.80, 84.52, 15.00, 37.50, 839.00, 86.17, 0.61, 60.80, 1.00, 2.50, 40.00, 100.00
94087, NA, NA, 0.51, 49.30, 19.20, 82.59, 0.06, 95.82, NA, NA, 5.20, 89.68, 11.00, 27.50, 839.00, 86.17, 0.61, 60.80, 1.00, 2.50, 39.00, 97.50
94534, 26.26, 30.33, NA, NA, NA, NA, NA, NA, 60.31, 72.93, 5.40, 89.29, 2.00, 5.00, NA, NA, NA, NA, 0.00, 0.00, 1.00, 2.50
94535, 25.05, 27.59, NA, NA, NA, NA, NA, NA, 61.73, 88.40, 11.50, 77.18, 6.00, 15.00, NA, NA, NA, NA, 0.00, 0.00, 10.00, 25.00
94536, 15.88, 6.81, 0.34, 66.00, 27.24, 74.16, 0.05, 95.90, 59.65, 65.76, 7.10, 85.91, 8.00, 20.00, 1132.00, 81.34, 0.59, 59.10, 1.00, 2.50, 40.00, 100.00
94537, NA, NA, 0.34, 66.00, 27.24, 74.16, 0.05, 95.90, NA, NA, NA, NA, 19.00, 47.50, 1132.00, 81.34, 0.59, 59.10, 0.00, 0.00, 21.00, 52.50
94530, NA, NA, 0.37, 63.00, 59.86, 39.96, 0.02, 96.18, NA, NA, 7.30, 85.52, 8.00, 20.00, 2583.00, 57.42, 0.63, 63.10, 2.00, 5.00, 29.00, 72.50
94531, 13.22, 0.77, 0.33, 67.20, 19.86, 81.89, 0.13, 95.31, 61.50, 85.92, 8.70, 82.74, 5.00, 12.50, 2535.00, 58.21, 0.58, 58.40, 0.00, 0.00, 7.00, 17.50
95009, NA, NA, 0.46, 54.40, 36.34, 64.62, 0.03, 96.06, NA, NA, NA, NA, 34.00, 85.00, 1592.00, 73.76, 0.67, 67.20, 2.00, 5.00, 40.00, 100.00
95008, 23.08, 23.12, 0.46, 54.40, 36.34, 64.62, 0.03, 96.06, 59.20, 60.85, 8.50, 83.13, 34.00, 85.00, 1592.00, 73.76, 0.67, 67.20, 3.00, 7.50, 40.00, 100.00
95007, 50.48, 85.24, 0.20, 79.80, 12.47, 89.64, 0.09, 95.62, 58.53, 53.59, 0.00, 100.00, 1.00, 2.50, 0.00, 100.00, 0.78, 77.80, 1.00, 2.50, 12.00, 30.00
95006, NA, NA, 0.20, 79.70, 13.90, 88.14, 0.21, 94.74, NA, NA, 9.50, 81.15, 0.00, 0.00, 0.00, 100.00, 0.63, 63.00, 0.00, 0.00, 0.00, 0.00
95005, 50.48, 85.24, 0.30, 70.40, 12.59, 89.52, 1.64, 83.90, 58.53, 53.59, 7.90, 84.33, 1.00, 2.50, 0.00, 100.00, 0.63, 62.60, 1.00, 2.50, 15.00, 37.50
95003, 21.89, 20.41, NA, NA, NA, NA, NA, NA, 57.26, 39.74, 10.00, 80.16, 12.00, 30.00, NA, NA, NA, NA, 1.00, 2.50, 35.00, 87.50
95002, NA, NA, 0.00, 100.00, 25.23, 76.26, 0.00, 96.30, NA, NA, 15.00, 70.24, 20.00, 50.00, 0.00, 100.00, 0.00, 0.00, 3.00, 7.50, 40.00, 100.00
95001, 20.27, 16.75, 0.28, 72.00, 19.91, 81.84, -0.34, 98.86, 57.23, 39.42, NA, NA, 13.00, 32.50, 0.00, 100.00, 0.57, 57.50, 1.00, 2.50, 40.00, 100.00
94929, NA, NA, 0.02, 98.00, 7.82, 94.52, -0.11, 97.16, 53.62, 0.00, 0.00, 100.00, 2.00, 5.00, 0.00, 100.00, 0.00, 0.00, 0.00, 0.00, 19.00, 47.50
94928, NA, NA, 0.43, 56.60, 18.32, 83.51, -0.03, 96.53, NA, NA, 13.00, 74.21, 19.00, 47.50, 1316.00, 78.31, 0.66, 65.60, 0.00, 0.00, 40.00, 100.00
94927, NA, NA, 0.43, 56.60, 18.32, 83.51, -0.03, 96.53, NA, NA, NA, NA, 19.00, 47.50, 1316.00, 78.31, 0.66, 65.60, 0.00, 0.00, 40.00, 100.00
94926, NA, NA, 0.43, 56.60, 18.32, 83.51, -0.03, 96.53, NA, NA, NA, NA, 13.00, 32.50, 1316.00, 78.31, 0.66, 65.60, 0.00, 0.00, 40.00, 100.00
94925, 38.26, 57.54, 0.26, 73.90, 15.71, 86.24, 0.02, 96.17, NA, NA, 3.90, 92.26, 11.00, 27.50, 0.00, 100.00, 0.65, 65.10, 0.00, 0.00, 40.00, 100.00
94924, NA, NA, 0.23, 76.50, 11.04, 91.14, 0.30, 94.03, NA, NA, 13.00, 74.21, 0.00, 0.00, 0.00, 100.00, 0.69, 69.50, 0.00, 0.00, 0.00, 0.00
94923, 56.99, 100.00, 0.07, 93.50, 5.69, 96.75, -0.24, 98.14, 55.54, 20.94, 7.70, 84.72, 6.00, 15.00, 0.00, 100.00, 0.47, 46.80, 0.00, 0.00, 30.00, 75.00
94922, 56.99, 100.00, 0.49, 50.70, 6.22, 96.19, 0.06, 95.83, 55.54, 20.94, 29.60, 41.27, 2.00, 5.00, 0.00, 100.00, 0.71, 70.80, 0.00, 0.00, 5.00, 12.50
94920, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 5.90, 88.29, 35.00, 87.50, NA, NA, NA, NA, 1.00, 2.50, 40.00, 100.00
95448, 47.43, 78.33, 0.38, 62.00, 10.70, 91.50, 0.05, 95.93, 59.84, 67.85, 10.30, 79.56, 1.00, 2.50, 1086.00, 82.10, 0.60, 60.20, 0.00, 0.00, 6.00, 15.00
95446, 55.41, 96.42, 0.29, 71.10, 7.57, 94.78, 0.86, 89.81, NA, NA, 17.50, 65.28, 3.00, 7.50, 0.00, 100.00, 0.64, 63.90, 0.00, 0.00, 0.00, 0.00
95444, 42.28, 66.65, 0.31, 68.60, 12.59, 89.52, -0.06, 96.75, 57.26, 39.69, 7.80, 84.52, 3.00, 7.50, 0.00, 100.00, 0.81, 80.50, 0.00, 0.00, 20.00, 50.00
95442, NA, NA, 0.32, 67.80, 13.48, 88.58, -0.21, 97.89, NA, NA, 7.60, 84.92, 6.00, 15.00, 0.00, 100.00, 0.44, 43.60, 0.00, 0.00, 38.00, 95.00
95441, 44.36, 71.37, 0.25, 74.80, 10.96, 91.22, -0.13, 97.30, 60.36, 73.48, 9.20, 81.75, 0.00, 0.00, 0.00, 100.00, 0.54, 54.10, 0.00, 0.00, 0.00, 0.00
95253, 19.31, 14.58, 0.43, 56.70, 3.40, 99.15, 0.07, 95.78, 61.23, 83.02, NA, NA, 2.00, 5.00, 0.00, 100.00, 0.69, 68.70, 0.00, 0.00, 10.00, 25.00
95402, 32.20, 43.80, 0.42, 57.70, 61.16, 38.59, 0.14, 95.26, 59.19, 60.76, NA, NA, 15.00, 37.50, 1510.00, 75.11, 0.60, 60.50, 2.00, 5.00, 40.00, 100.00
95258, 19.02, 13.92, 0.28, 71.50, 3.67, 98.87, -0.10, 97.04, 61.23, 83.02, 14.50, 71.23, 20.00, 50.00, 0.00, 100.00, 0.64, 64.20, 0.00, 0.00, 3.00, 7.50
95696, 25.87, 29.46, NA, NA, NA, NA, NA, NA, 62.07, 92.12, NA, NA, 0.00, 0.00, NA, NA, NA, NA, 0.00, 0.00, 0.00, 0.00
94660, NA, NA, 0.53, 47.10, 66.09, 33.42, -0.02, 96.47, NA, NA, NA, NA, 40.00, 100.00, 5091.00, 16.07, 0.60, 60.50, 8.00, 20.00, 40.00, 100.00
94661, NA, NA, 0.53, 47.10, 66.09, 33.42, -0.02, 96.47, NA, NA, NA, NA, 11.00, 27.50, 5091.00, 16.07, 0.60, 60.50, 1.00, 2.50, 27.00, 67.50
94662, 15.47, 5.87, 0.56, 44.40, 66.76, 32.72, 0.46, 92.78, 60.00, 69.62, NA, NA, 40.00, 100.00, 6066.00, 0.00, 0.69, 68.70, 4.00, 10.00, 40.00, 100.00
94666, NA, NA, 0.53, 47.10, 66.09, 33.42, -0.02, 96.47, NA, NA, NA, NA, 40.00, 100.00, 5091.00, 16.07, 0.60, 60.50, 13.00, 32.50, 40.00, 100.00
94066, 26.29, 30.40, 0.41, 59.10, 50.03, 50.26, 0.02, 96.12, 58.26, 50.59, 6.00, 88.10, 6.00, 15.00, 1125.00, 81.45, 0.65, 65.30, 0.00, 0.00, 16.00, 40.00
94108, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, 25.80, 48.81, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 40.00, 100.00, 40.00, 100.00
94549, NA, NA, 0.24, 76.30, 40.71, 60.03, -0.00, 96.31, NA, NA, 3.50, 93.06, 16.00, 40.00, 778.00, 87.17, 0.53, 52.50, 2.00, 5.00, 40.00, 100.00
94065, NA, NA, 0.46, 54.50, 17.24, 84.64, 0.02, 96.16, NA, NA, 3.10, 93.85, 19.00, 47.50, 1378.00, 77.28, 0.65, 64.60, 1.00, 2.50, 40.00, 100.00
94062, 24.96, 27.40, NA, NA, NA, NA, NA, NA, 59.45, 63.58, 4.30, 91.47, 1.00, 2.50, NA, NA, NA, NA, 0.00, 0.00, 0.00, 0.00
94063, 20.32, 16.87, 0.46, 54.50, 17.24, 84.64, 0.02, 96.16, 59.36, 62.58, 17.20, 65.87, 2.00, 5.00, 1378.00, 77.28, 0.65, 64.60, 0.00, 0.00, 10.00, 25.00
94060, NA, NA, 0.48, 52.30, 10.55, 91.65, -0.17, 97.57, NA, NA, 12.10, 75.99, 0.00, 0.00, 0.00, 100.00, 0.87, 86.70, 0.00, 0.00, 0.00, 0.00
94061, 24.96, 27.40, 0.46, 54.50, 17.24, 84.64, 0.02, 96.16, 59.45, 63.58, 7.30, 85.52, 12.00, 30.00, 1378.00, 77.28, 0.65, 64.60, 0.00, 0.00, 33.00, 82.50
94101, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 0.00, 0.00, 2718.00, 55.19, 0.64, 64.20, 0.00, 0.00, 3.00, 7.50
94103, 23.65, 24.42, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, 57.33, 40.51, 26.20, 48.02, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 15.00, 37.50, 40.00, 100.00
94102, 23.65, 24.42, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, 57.33, 40.51, 31.80, 36.90, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 35.00, 87.50, 40.00, 100.00
94105, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, 6.10, 87.90, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 30.00, 75.00, 40.00, 100.00
94104, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, 23.70, 52.98, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 37.00, 92.50, 40.00, 100.00
94107, 20.78, 17.91, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, 60.32, 73.02, 8.40, 83.33, 40.00, 100.00, 2718.00, 55.19, 0.64, 64.20, 8.00, 20.00, 40.00, 100.00
94106, NA, NA, 0.57, 42.80, 5.93, 96.50, 0.04, 96.02, NA, NA, NA, NA, 0.00, 0.00, 2718.00, 55.19, 0.64, 64.20, 0.00, 0.00, 3.00, 7.50
