#ZIP,Poverty_Rate,
94548,29.60,
95212,11.10,
95625,0.00,
95210,25.50,
95620,9.50,
94615,NA,NA,
94614,NA,NA,
94617,NA,NA,
94611,8.00,
94610,6.70,
94613,0.00,
94612,29.80,
94619,9.80,
94618,7.30,
94578,14.80,
94579,7.10,
94570,NA,NA,
94571,7.20,
94572,10.80,
94573,0.00,
94574,6.80,
94575,NA,NA,
94576,0.00,
94577,8.50,
94808,NA,NA,
95132,9.20,
95131,6.40,
95130,6.60,
95136,8.10,
95135,5.10,
95134,6.20,
94801,25.50,
94802,NA,NA,
94803,7.20,
94804,19.10,
94805,10.80,
94806,16.50,
94807,NA,NA,
95054,6.70,
95055,NA,NA,
95056,NA,NA,
95050,11.20,
95051,6.00,
95052,NA,NA,
95053,0.00,
94974,NA,NA,
94975,NA,NA,
94976,NA,NA,
94977,NA,NA,
94509,16.70,
94508,10.10,
94972,0.00,
94973,4.80,
94505,5.00,
94507,3.10,
94506,2.30,
94501,10.90,
94979,NA,NA,
94503,6.20,
94502,4.20,
95416,NA,NA,
95412,6.10,
95419,NA,NA,
94028,2.40,
94022,3.80,
94023,NA,NA,
94020,1.20,
94021,0.00,
94026,NA,NA,
94027,4.60,
94024,2.00,
94025,6.00,
94596,6.50,
94597,7.80,
94595,4.50,
94592,4.70,
94590,22.00,
94591,11.30,
94598,4.60,
94599,5.10,
95071,NA,NA,
94659,NA,NA,
94154,NA,NA,
94155,NA,NA,
94152,NA,NA,
94153,NA,NA,
94150,NA,NA,
94151,NA,NA,
94158,11.50,
94159,NA,NA,
95688,8.90,
95173,NA,NA,
95172,NA,NA,
95170,NA,NA,
94541,14.60,
94540,NA,NA,
95018,4.20,
95019,27.40,
94543,NA,NA,
94542,16.90,
94545,8.90,
94544,13.00,
94547,6.70,
94546,7.60,
95010,8.30,
95011,NA,NA,
95013,0.00,
95014,5.50,
95015,NA,NA,
95017,11.00,
94938,3.80,
94939,1.80,
94930,5.40,
94931,8.80,
94933,5.80,
94937,9.50,
95450,8.50,
94188,NA,NA,
95452,4.00,
95304,8.00,
95269,NA,NA,
95267,NA,NA,
95065,6.50,
95064,22.60,
95067,NA,NA,
95066,4.50,
95061,NA,NA,
95060,19.80,
95063,NA,NA,
95062,15.10,
94949,9.00,
94948,NA,NA,
94945,5.50,
94947,4.60,
94946,4.70,
94941,6.10,
94940,20.40,
94942,NA,NA,
95439,21.60,
95425,9.90,
95421,9.80,
95117,14.30,
94118,10.70,
94119,NA,NA,
94112,10.60,
94110,12.50,
94111,11.40,
94116,9.50,
94117,11.00,
94114,6.10,
94115,14.80,
94533,16.10,
95430,NA,NA,
95431,NA,NA,
95133,16.30,
94606,24.60,
94607,29.10,
94604,NA,NA,
94605,17.80,
94602,9.00,
94603,25.00,
94601,25.30,
95236,13.40,
94608,13.80,
94609,15.90,
95205,29.90,
95237,14.10,
95139,5.50,
95138,3.40,
95492,5.30,
95201,NA,NA,
95203,23.00,
95202,50.40,
95128,11.90,
95129,5.90,
95124,5.00,
95125,7.10,
95126,13.80,
95127,10.10,
95120,2.80,
95121,10.20,
95122,18.80,
95123,7.50,
94998,NA,NA,
94999,NA,NA,
95021,NA,NA,
95020,11.60,
94309,NA,NA,
95024,NA,NA,
95026,NA,NA,
94303,11.80,
94302,NA,NA,
94301,8.00,
94306,7.40,
94305,17.50,
94304,4.40,
94901,10.90,
94903,6.50,
94904,4.70,
94518,11.40,
94519,8.30,
94516,5.70,
94517,3.60,
94514,12.90,
94515,11.40,
94512,0.00,
94513,5.30,
94510,6.60,
94511,11.60,
95462,13.80,
95465,11.60,
94017,NA,NA,
94016,NA,NA,
94015,7.60,
94014,9.10,
94013,NA,NA,
95231,21.20,
94011,NA,NA,
94010,5.40,
94019,4.90,
94018,NA,NA,
95337,8.70,
95336,10.20,
95330,9.90,
94163,NA,NA,
94162,NA,NA,
94161,NA,NA,
94649,NA,NA,
94164,NA,NA,
95160,NA,NA,
95161,NA,NA,
95164,NA,NA,
94709,13.60,
94708,3.60,
94707,3.30,
94706,10.60,
94705,10.00,
94704,39.90,
94703,18.90,
94702,18.00,
94701,NA,NA,
94497,NA,NA,
94160,NA,NA,
94552,2.20,
94553,8.00,
94550,4.80,
94551,5.80,
94556,4.70,
94557,NA,NA,
94555,4.60,
94970,0.00,
94558,7.90,
94559,10.00,
94971,4.70,
95115,NA,NA,
94820,NA,NA,
95116,23.30,
95111,19.90,
95110,15.90,
95113,33.70,
95112,21.60,
95119,5.20,
95118,7.80,
94978,NA,NA,
94199,NA,NA,
95377,3.90,
95376,9.60,
95378,NA,NA,
95076,15.80,
94538,5.90,
95075,16.40,
95073,7.80,
95070,4.50,
94539,3.50,
94956,8.50,
94957,5.60,
94954,6.30,
94955,NA,NA,
94952,8.30,
94953,NA,NA,
94950,0.00,
94951,6.30,
95403,11.20,
94127,3.40,
94126,NA,NA,
94125,NA,NA,
94124,21.70,
94123,5.80,
94122,9.50,
94121,10.00,
94120,NA,NA,
95436,11.50,
95433,NA,NA,
94129,4.40,
94128,NA,NA,
95209,10.20,
95208,NA,NA,
94044,5.40,
95204,18.40,
95207,22.80,
95206,25.70,
94040,8.70,
94041,8.30,
94042,NA,NA,
94043,7.10,
95023,10.30,
94569,0.00,
94568,4.30,
94064,NA,NA,
95480,NA,NA,
95487,NA,NA,
95486,42.90,
95296,NA,NA,
95297,NA,NA,
95159,NA,NA,
95158,NA,NA,
95151,NA,NA,
95150,NA,NA,
95153,NA,NA,
95152,NA,NA,
95155,NA,NA,
95154,NA,NA,
95157,NA,NA,
95156,NA,NA,
95032,4.70,
95033,5.00,
95030,4.60,
95031,NA,NA,
95036,NA,NA,
95037,8.10,
95035,6.70,
95038,NA,NA,
94912,NA,NA,
94913,NA,NA,
94529,NA,NA,
94528,0.00,
94914,NA,NA,
94915,NA,NA,
94523,7.90,
94522,NA,NA,
94521,6.70,
94520,18.00,
94527,NA,NA,
94526,4.80,
94525,8.40,
94524,NA,NA,
94850,NA,NA,
95472,9.00,
95473,NA,NA,
95471,36.20,
95476,10.50,
95241,NA,NA,
95240,19.80,
94002,5.50,
95242,7.90,
94005,2.60,
95320,11.90,
95220,10.90,
95687,8.20,
95686,25.30,
95227,3.50,
94074,0.00,
94070,4.00,
94175,NA,NA,
94177,NA,NA,
94171,NA,NA,
94172,NA,NA,
95391,4.70,
94710,20.20,
95194,NA,NA,
94712,NA,NA,
95196,NA,NA,
95191,NA,NA,
95190,NA,NA,
95193,NA,NA,
95192,NA,NA,
95234,0.00,
94404,5.10,
94401,9.00,
94402,5.10,
94403,4.90,
94567,3.20,
94566,4.50,
94565,17.00,
94564,7.90,
94563,2.30,
94562,NA,NA,
94561,9.30,
94560,7.60,
95106,NA,NA,
95103,NA,NA,
95101,NA,NA,
95108,NA,NA,
95109,NA,NA,
95366,6.70,
95409,8.10,
95043,8.80,
95042,NA,NA,
95041,0.00,
95046,4.60,
95045,13.20,
95044,NA,NA,
95077,NA,NA,
94963,4.40,
94960,5.20,
94966,NA,NA,
94965,10.50,
94964,0.00,
94109,15.90,
94130,27.00,
94131,5.40,
94132,17.50,
94133,19.40,
94134,14.20,
94135,NA,NA,
94136,NA,NA,
94137,NA,NA,
94138,NA,NA,
94139,NA,NA,
95401,14.10,
95407,15.70,
95406,NA,NA,
95405,7.30,
95404,10.50,
94039,NA,NA,
94038,11.70,
95219,12.10,
94030,6.40,
95215,18.30,
94035,NA,NA,
95213,NA,NA,
94037,0.00,
95211,NA,NA,
94585,11.00,
94587,8.50,
94586,2.60,
94581,NA,NA,
94580,7.20,
94583,2.50,
94582,3.90,
94589,15.50,
94588,4.70,
94156,NA,NA,
94145,NA,NA,
94144,NA,NA,
94147,NA,NA,
94146,NA,NA,
94141,NA,NA,
94140,NA,NA,
94143,NA,NA,
94142,NA,NA,
94624,NA,NA,
94625,NA,NA,
95497,3.40,
94620,NA,NA,
94621,32.80,
94622,NA,NA,
94623,NA,NA,
94720,36.40,
95148,6.40,
95140,0.00,
95141,NA,NA,
94088,NA,NA,
94089,6.80,
94080,7.40,
94083,NA,NA,
94085,9.90,
94086,7.80,
94087,5.20,
94534,5.40,
94535,11.50,
94536,7.10,
94537,NA,NA,
94530,7.30,
94531,8.70,
95009,NA,NA,
95008,8.50,
95007,0.00,
95006,9.50,
95005,7.90,
95003,10.00,
95002,15.00,
95001,NA,NA,
94929,0.00,
94928,13.00,
94927,NA,NA,
94926,NA,NA,
94925,3.90,
94924,13.00,
94923,7.70,
94922,29.60,
94920,5.90,
95448,10.30,
95446,17.50,
95444,7.80,
95442,7.60,
95441,9.20,
95253,NA,NA,
95402,NA,NA,
95258,14.50,
95696,NA,NA,
94660,NA,NA,
94661,NA,NA,
94662,NA,NA,
94666,NA,NA,
94066,6.00,
94108,25.80,
94549,3.50,
94065,3.10,
94062,4.30,
94063,17.20,
94060,12.10,
94061,7.30,
94101,NA,NA,
94103,26.20,
94102,31.80,
94105,6.10,
94104,23.70,
94107,8.40,
94106,NA,NA,
