zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,latitude,longitude,world_region,country,decommissioned,estimated_population,notes
94002,STANDARD,Belmont,,,CA,San Mateo County,America/Los_Angeles,"650,415",37.5,-122.3,NA,US,0,23092,
94005,STANDARD,Brisbane,,,CA,San Mateo County,America/Los_Angeles,"415,650",37.68,-122.41,NA,US,0,4345,
94010,STANDARD,Burlingame,Hillsborough,,CA,San Mateo County,America/Los_Angeles,"415,650",37.56,-122.37,NA,US,0,35172,
94011,PO BOX,Burlingame,,,CA,San Mateo County,America/Los_Angeles,650,37.57,-122.34,NA,US,0,973,
94013,UNIQUE,Daly City,Sf International Service Ctr,,CA,San Mateo County,America/Los_Angeles,650,37.7,-122.45,NA,US,1,0,Converted Decommisioned Zipcodes
94014,STANDARD,Daly City,Colma,,CA,San Mateo County,America/Los_Angeles,"415,650,510",37.68,-122.43,NA,US,0,36989,
94015,STANDARD,Daly City,Broadmoor Vlg,,CA,San Mateo County,America/Los_Angeles,"650,415",37.67,-122.47,NA,US,0,49650,
94016,PO BOX,Daly City,,,CA,San Mateo County,America/Los_Angeles,650,37.7,-122.45,NA,US,0,0,
94017,PO BOX,Daly City,,,CA,San Mateo County,America/Los_Angeles,650,37.69,-122.47,NA,US,0,895,
94018,PO BOX,El Granada,,,CA,San Mateo County,America/Los_Angeles,650,37.5,-122.47,NA,US,0,3353,
94019,STANDARD,Half Moon Bay,,Princeton By The Sea,CA,San Mateo County,America/Los_Angeles,"650,415",37.44,-122.41,NA,US,0,12963,
94020,STANDARD,La Honda,,,CA,San Mateo County,America/Los_Angeles,650,37.28,-122.24,NA,US,0,1307,
94021,STANDARD,Loma Mar,,,CA,San Mateo County,America/Los_Angeles,650,37.27,-122.26,NA,US,0,0,
94022,STANDARD,Los Altos,Los Altos Hills,,CA,Santa Clara County,America/Los_Angeles,"650,408",37.36,-122.14,NA,US,0,17620,
94023,PO BOX,Los Altos,,,CA,Santa Clara County,America/Los_Angeles,650,37.37,-122.11,NA,US,0,687,
94024,STANDARD,Los Altos,Los Altos Hills,,CA,Santa Clara County,America/Los_Angeles,"650,916,408",37.34,-122.11,NA,US,0,20665,
94025,STANDARD,Menlo Park,"W Menlo Park, West Menlo Park",,CA,San Mateo County,America/Los_Angeles,"650,510,408,415",37.45,-122.17,NA,US,0,32613,
94026,PO BOX,Menlo Park,,West Menlo Park,CA,San Mateo County,America/Los_Angeles,650,37.47,-122.18,NA,US,0,1186,
94027,STANDARD,Atherton,Menlo Park,,CA,San Mateo County,America/Los_Angeles,650,37.44,-122.2,NA,US,0,6145,
94028,STANDARD,Portola Valley,"Menlo Park, Portola Vally",Menlo Pk,CA,San Mateo County,America/Los_Angeles,"415,650",37.37,-122.21,NA,US,0,6281,
94030,STANDARD,Millbrae,,,CA,San Mateo County,America/Los_Angeles,"650,408",37.59,-122.4,NA,US,0,18869,
94035,PO BOX,Mountain View,Moffett Field,Moffett Field Nas,CA,Santa Clara County,America/Los_Angeles,650,37.41,-122.05,NA,US,0,0,
94037,PO BOX,Montara,,,CA,San Mateo County,America/Los_Angeles,650,37.54,-122.5,NA,US,0,2482,
94038,STANDARD,Moss Beach,,,CA,San Mateo County,America/Los_Angeles,650,37.51,-122.5,NA,US,0,2425,
94039,PO BOX,Mountain View,,,CA,Santa Clara County,America/Los_Angeles,650,37.39,-122.07,NA,US,0,688,
94040,STANDARD,Mountain View,,"Blossom Valley, Mt View",CA,Santa Clara County,America/Los_Angeles,"650,408",37.38,-122.08,NA,US,0,26205,
94041,STANDARD,Mountain View,,,CA,Santa Clara County,America/Los_Angeles,650,37.38,-122.07,NA,US,0,10999,
94042,PO BOX,Mountain View,,,CA,Santa Clara County,America/Los_Angeles,650,37.4,-122.08,NA,US,0,764,
94043,STANDARD,Mountain View,,,CA,Santa Clara County,America/Los_Angeles,"650,408",37.41,-122.05,NA,US,0,22824,
94044,STANDARD,Pacifica,,Sharp Park,CA,San Mateo County,America/Los_Angeles,"650,415",37.6,-122.45,NA,US,0,32334,
94060,STANDARD,Pescadero,,,CA,San Mateo County,America/Los_Angeles,650,37.2,-122.3,NA,US,0,1410,
94061,STANDARD,Redwood City,Woodside,,CA,San Mateo County,America/Los_Angeles,"650,415,408",37.46,-122.24,NA,US,0,27970,
94062,STANDARD,Redwood City,"Emerald Hills, Palomar Park, Woodside",,CA,San Mateo County,America/Los_Angeles,650,37.4,-122.29,NA,US,0,22552,
94063,STANDARD,Redwood City,,,CA,San Mateo County,America/Los_Angeles,650,37.49,-122.21,NA,US,0,21866,
94064,PO BOX,Redwood City,,,CA,San Mateo County,America/Los_Angeles,650,37.46,-122.25,NA,US,0,1200,
94065,STANDARD,Redwood City,,,CA,San Mateo County,America/Los_Angeles,650,37.53,-122.24,NA,US,0,10134,
94066,STANDARD,San Bruno,,,CA,San Mateo County,America/Los_Angeles,"650,415,408",37.62,-122.43,NA,US,0,35122,
94070,STANDARD,San Carlos,,,CA,San Mateo County,America/Los_Angeles,"650,310,415,949,510",37.49,-122.26,NA,US,0,26469,
94074,STANDARD,San Gregorio,,,CA,San Mateo County,America/Los_Angeles,650,37.33,-122.34,NA,US,0,0,
94080,STANDARD,South San Francisco,S San Fran,"S San Francisco, Ssf",CA,San Mateo County,America/Los_Angeles,"650,415,925",37.65,-122.42,NA,US,0,53242,
94083,PO BOX,South San Francisco,S San Fran,South San Francis,CA,San Mateo County,America/Los_Angeles,650,37.64,-122.41,NA,US,0,884,
94085,STANDARD,Sunnyvale,,,CA,Santa Clara County,America/Los_Angeles,"408,650,510",37.38,-122.01,NA,US,0,16831,
94086,STANDARD,Sunnyvale,,,CA,Santa Clara County,America/Los_Angeles,"408,650,510",37.36,-122.02,NA,US,0,37637,
94087,STANDARD,Sunnyvale,,,CA,Santa Clara County,America/Los_Angeles,"408,650,949",37.35,-122.03,NA,US,0,46300,
94088,PO BOX,Sunnyvale,Onizuka Afb,,CA,Santa Clara County,America/Los_Angeles,408,37.39,-122.03,NA,US,0,1427,
94089,STANDARD,Sunnyvale,,,CA,Santa Clara County,America/Los_Angeles,"408,650",37.42,-122,NA,US,0,16628,
94101,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes
94102,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,619,650,510",37.77,-122.41,NA,US,0,16733,
94103,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510,650,707",37.77,-122.41,NA,US,0,16260,
94104,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,925,510,831,650,000",37.79,-122.4,NA,US,0,1959,
94105,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510,650,310",37.78,-122.39,NA,US,0,5271,
94106,UNIQUE,San Francisco,,Firm Holdouts,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes
94107,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,650,408,510",37.76,-122.39,NA,US,0,19741,
94108,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,925,650,510",37.79,-122.4,NA,US,0,10020,
94109,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510,650",37.79,-122.42,NA,US,0,38763,
94110,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,562",37.74,-122.41,NA,US,0,53093,
94111,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510,858,650",37.79,-122.39,NA,US,0,3905,
94112,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,650",37.72,-122.44,NA,US,0,64941,
94114,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510,916",37.75,-122.43,NA,US,0,26380,
94115,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510",37.78,-122.43,NA,US,0,24064,
94116,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.74,-122.48,NA,US,0,37668,
94117,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510",37.76,-122.44,NA,US,0,27878,
94118,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510",37.78,-122.46,NA,US,0,30630,
94119,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.78,-122.45,NA,US,0,1798,
94120,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.79,-122.4,NA,US,0,0,
94121,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,858",37.77,-122.49,NA,US,0,34786,
94122,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,619",37.76,-122.48,NA,US,0,46850,
94123,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,707",37.8,-122.43,NA,US,0,19132,
94124,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,510",37.73,-122.38,NA,US,0,24380,
94125,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.73,-122.38,NA,US,0,0,
94126,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.79,-122.39,NA,US,0,476,
94127,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,650",37.73,-122.45,NA,US,0,17250,
94128,STANDARD,San Francisco,,San Francisco Intnl Airport,CA,San Francisco County,America/Los_Angeles,650,37.61,-122.38,NA,US,0,683,
94129,STANDARD,San Francisco,,Presidio,CA,San Francisco County,America/Los_Angeles,415,37.79,-122.46,NA,US,0,2542,
94130,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.81,-122.36,NA,US,0,1387,
94131,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,650",37.74,-122.44,NA,US,0,22759,
94132,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.72,-122.48,NA,US,0,19425,
94133,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"415,925,408",37.8,-122.41,NA,US,0,20583,
94134,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,"510,415",37.72,-122.41,NA,US,0,32983,
94135,UNIQUE,San Francisco,,Express Mail Reporting Syste,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes
94136,UNIQUE,San Francisco,,Selective Service,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes
94137,UNIQUE,San Francisco,,Bank Of America,CA,San Francisco County,America/Los_Angeles,415,37.79,-122.4,NA,US,0,0,
94138,UNIQUE,San Francisco,,Wells Fargo Bank,CA,San Francisco County,America/Los_Angeles,415,37.79,-122.4,NA,US,1,0,Converted Decommisioned Zipcodes
94139,UNIQUE,San Francisco,,"First Interstate Bank, Wells Fargo Bank",CA,San Francisco County,America/Los_Angeles,415,37.79,-122.4,NA,US,0,0,
94140,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.75,-122.41,NA,US,0,625,
94141,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.76,-122.41,NA,US,0,414,
94142,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.78,-122.41,NA,US,0,1208,
94143,UNIQUE,San Francisco,,Ucsf,CA,San Francisco County,America/Los_Angeles,415,37.76,-122.45,NA,US,0,0,
94144,UNIQUE,San Francisco,,Wells Fargo Bank,CA,San Francisco County,America/Los_Angeles,415,37.78,-122.46,NA,US,0,0,
94145,UNIQUE,San Francisco,,Union Bank Of California,CA,San Francisco County,America/Los_Angeles,415,37.79,-122.4,NA,US,0,0,
94146,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.75,-122.43,NA,US,0,0,
94147,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.8,-122.43,NA,US,0,565,
94150,UNIQUE,San Francisco,,Union Oil Co Of Cal,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes
94151,UNIQUE,San Francisco,,"Irs, Irs Remittance",CA,San Francisco County,America/Los_Angeles,415,37.79,-122.39,NA,US,0,0,
94152,UNIQUE,San Francisco,,Pacific Gas & Electric,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes
94153,UNIQUE,San Francisco,,Wells Fargo Bank,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,0,0,
94154,UNIQUE,San Francisco,,Bank Of America,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,0,0,
94155,UNIQUE,San Francisco,,Macys Of California,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes
94156,UNIQUE,San Francisco,,Wells Fargo Bank,CA,San Francisco County,America/Los_Angeles,415,37.78,-122.4,NA,US,0,0,
94158,STANDARD,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.76,-122.39,NA,US,0,2706,"no NWS data, "
94159,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.78,-122.45,NA,US,0,479,
94160,UNIQUE,San Francisco,,Bank Of America,CA,San Francisco County,America/Los_Angeles,415,37.71,-122.4,NA,US,0,0,
94161,UNIQUE,San Francisco,,Bank Of America,CA,San Francisco County,America/Los_Angeles,415,37.79,-122.4,NA,US,0,0,
94162,UNIQUE,San Francisco,,Wells Fargo Bank,CA,San Francisco County,America/Los_Angeles,415,37.78,-122.4,NA,US,0,0,
94163,UNIQUE,San Francisco,,Wells Fargo Bank,CA,San Francisco County,America/Los_Angeles,415,37.78,-122.4,NA,US,0,0,
94164,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.78,-122.42,NA,US,0,467,
94171,UNIQUE,San Francisco,,AT & T,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,0,0,
94172,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.76,-122.48,NA,US,0,0,
94175,UNIQUE,San Francisco,,Us Bureau Of The Mint,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes
94177,UNIQUE,San Francisco,,Pg&e,CA,San Francisco County,America/Los_Angeles,415,37.79,-122.39,NA,US,0,0,
94188,PO BOX,San Francisco,,,CA,San Francisco County,America/Los_Angeles,415,37.74,-122.38,NA,US,0,787,
94199,UNIQUE,San Francisco,Pacific Area Office,,CA,San Francisco County,America/Los_Angeles,415,37.77,-122.41,NA,US,1,0,Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website;  Historical ZipCodeType from various website
94301,STANDARD,Palo Alto,,,CA,Santa Clara County,America/Los_Angeles,"650,510,415",37.44,-122.15,NA,US,0,14401,
94302,PO BOX,Palo Alto,,,CA,Santa Clara County,America/Los_Angeles,"650,310",37.44,-122.15,NA,US,0,645,
94303,STANDARD,Palo Alto,"E Palo Alto, East Palo Alto",,CA,Santa Clara County,America/Los_Angeles,"650,408",37.45,-122.1,NA,US,0,34099,
94304,STANDARD,Palo Alto,,,CA,Santa Clara County,America/Los_Angeles,650,37.37,-122.18,NA,US,0,2781,
94305,STANDARD,Stanford,Palo Alto,,CA,Santa Clara County,America/Los_Angeles,650,37.41,-122.17,NA,US,0,5084,
94306,STANDARD,Palo Alto,,,CA,Santa Clara County,America/Los_Angeles,"650,408",37.41,-122.13,NA,US,0,22810,
94309,PO BOX,Palo Alto,Stanford,,CA,Santa Clara County,America/Los_Angeles,650,37.41,-122.16,NA,US,0,946,
94401,STANDARD,San Mateo,,,CA,San Mateo County,America/Los_Angeles,"650,619,415",37.57,-122.32,NA,US,0,25273,
94402,STANDARD,San Mateo,,,CA,San Mateo County,America/Los_Angeles,650,37.52,-122.35,NA,US,0,21898,
94403,STANDARD,San Mateo,,,CA,San Mateo County,America/Los_Angeles,"650,408,415",37.54,-122.3,NA,US,0,33305,
94404,STANDARD,San Mateo,Foster City,,CA,San Mateo County,America/Los_Angeles,"415,650,408",37.55,-122.26,NA,US,0,29611,
94497,UNIQUE,San Mateo,,Postal Data Center,CA,San Mateo County,America/Los_Angeles,650,37.56,-122.32,NA,US,0,0,
94501,STANDARD,Alameda,,Alameda Pt,CA,Alameda County,America/Los_Angeles,"510,415",37.77,-122.27,NA,US,0,48387,
94502,STANDARD,Alameda,,,CA,Alameda County,America/Los_Angeles,510,37.73,-122.24,NA,US,0,12235,
94503,STANDARD,American Canyon,"American Cyn, Vallejo",,CA,Napa County,America/Los_Angeles,707,38.18,-122.25,NA,US,0,15188,
94505,STANDARD,Discovery Bay,Byron,,CA,Contra Costa County,America/Los_Angeles,,37.86,-121.64,NA,US,0,9925,
94506,STANDARD,Danville,Blackhawk,,CA,Contra Costa County,America/Los_Angeles,"925,510",37.78,-121.88,NA,US,0,20743,
94507,STANDARD,Alamo,,,CA,Contra Costa County,America/Los_Angeles,"510,925",37.84,-121.97,NA,US,0,14041,
94508,STANDARD,Angwin,,,CA,Napa County,America/Los_Angeles,707,38.57,-122.44,NA,US,0,2362,
94509,STANDARD,Antioch,,,CA,Contra Costa County,America/Los_Angeles,"510,925",37.99,-121.81,NA,US,0,45524,
94510,STANDARD,Benicia,,,CA,Solano County,America/Los_Angeles,"707,858,415,510,925",38.11,-122.13,NA,US,0,23802,
94511,PO BOX,Bethel Island,,,CA,Contra Costa County,America/Los_Angeles,925,38.07,-121.62,NA,US,0,1583,
94512,STANDARD,Birds Landing,,Suisun City,CA,Solano County,America/Los_Angeles,707,38.12,-121.81,NA,US,0,0,
94513,STANDARD,Brentwood,,,CA,Contra Costa County,America/Los_Angeles,"925,916",37.87,-121.68,NA,US,0,42684,
94514,STANDARD,Byron,Discovery Bay,,CA,Contra Costa County,America/Los_Angeles,925,37.85,-121.62,NA,US,0,1729,
94515,STANDARD,Calistoga,,,CA,Napa County,America/Los_Angeles,707,38.62,-122.61,NA,US,0,5845,
94516,PO BOX,Canyon,,,CA,Contra Costa County,America/Los_Angeles,,37.82,-122.16,NA,US,0,0,
94517,STANDARD,Clayton,,,CA,Contra Costa County,America/Los_Angeles,925,37.88,-121.84,NA,US,0,11352,
94518,STANDARD,Concord,,,CA,Contra Costa County,America/Los_Angeles,"925,510",37.95,-122.02,NA,US,0,21464,
94519,STANDARD,Concord,,,CA,Contra Costa County,America/Los_Angeles,"510,925",37.99,-122,NA,US,0,14804,
94520,STANDARD,Concord,,Clyde,CA,Contra Costa County,America/Los_Angeles,"510,925,707,415,209",38,-122.03,NA,US,0,26131,
94521,STANDARD,Concord,,,CA,Contra Costa County,America/Los_Angeles,"925,510",37.97,-121.96,NA,US,0,34763,
94522,PO BOX,Concord,,,CA,Contra Costa County,America/Los_Angeles,925,38.01,-122.02,NA,US,0,498,
94523,STANDARD,Pleasant Hill,Concord,,CA,Contra Costa County,America/Los_Angeles,"925,707",37.95,-122.07,NA,US,0,27947,
94524,PO BOX,Concord,,,CA,Contra Costa County,America/Los_Angeles,925,37.97,-122.05,NA,US,0,720,
94525,STANDARD,Crockett,,,CA,Contra Costa County,America/Los_Angeles,510,38.04,-122.23,NA,US,0,2510,
94526,STANDARD,Danville,,,CA,Contra Costa County,America/Los_Angeles,"925,510",37.81,-121.97,NA,US,0,28860,
94527,PO BOX,Concord,,,CA,Contra Costa County,America/Los_Angeles,925,37.97,-122.05,NA,US,0,0,
94528,PO BOX,Diablo,,,CA,Contra Costa County,America/Los_Angeles,925,37.83,-121.95,NA,US,0,1028,
94529,UNIQUE,Concord,,"Chevron, Chevron Usa Inc",CA,Contra Costa County,America/Los_Angeles,925,37.87,-122.04,NA,US,0,0,
94530,STANDARD,El Cerrito,,,CA,Contra Costa County,America/Los_Angeles,510,37.91,-122.3,NA,US,0,21140,
94531,STANDARD,Antioch,,,CA,Contra Costa County,America/Los_Angeles,"510,925,408",37.96,-121.76,NA,US,0,31488,
94533,STANDARD,Fairfield,,,CA,Solano County,America/Los_Angeles,"510,707",38.28,-122,NA,US,0,51145,
94534,STANDARD,Fairfield,Suisun City,,CA,Solano County,America/Los_Angeles,707,38.23,-122.12,NA,US,0,30105,
94535,STANDARD,Travis Afb,Fairfield,,CA,Solano County,America/Los_Angeles,707,38.26,-121.93,NA,US,0,4193,
94536,STANDARD,Fremont,,,CA,Alameda County,America/Los_Angeles,"510,408,925",37.56,-121.98,NA,US,0,55569,
94537,PO BOX,Fremont,,,CA,Alameda County,America/Los_Angeles,510,37.55,-122.01,NA,US,0,960,
94538,STANDARD,Fremont,,,CA,Alameda County,America/Los_Angeles,"510,707,408,925",37.5,-121.96,NA,US,0,49149,
94539,STANDARD,Fremont,,,CA,Alameda County,America/Los_Angeles,"510,650,415,925,209,000",37.51,-121.89,NA,US,0,44440,
