ZIP, City, County, State, Year_1996, Year_1997, Year_1998, Year_1999, Year_2000, Year_2001, Year_2002, Year_2003, Year_2004, Year_2005, Year_2006, Year_2007, Year_2008, Year_2009, Year_2010, Year_2011, Year_2012, Year_2013, Year_2014, Year_2015
95240, Lodi, San Joaquin, CA, 114517.11, 114137.50, 114141.67, 118175.00, 125804.17, 141208.33, 176075.00, 217702.08, 252160.42, 326212.50, 329733.33, 307553.48, 235451.96, 161774.72, 152809.72, 136793.95, 154249.94, 180774.66, 217804.55, 205798.46
94536, Fremont, Alameda, CA, 215716.33, 202822.92, 217475.00, 264375.00, 336250.00, 381100.42, 402520.83, 419020.83, 459770.83, 580854.17, 603750.00, 599458.33, 544245.83, 455170.83, 453875.00, 445251.08, 432020.83, 576458.33, 639041.67, 680650.00
95242, Lodi, San Joaquin, CA, 145169.44, 146112.50, 150820.83, 162747.92, 176343.75, 215227.08, 243154.17, 258227.08, 304607.00, 392631.25, 444966.67, 400275.00, 285642.53, 269510.47, 230700.70, 198741.91, 235412.65, 267877.06, 297380.88, 275855.00
94530, El Cerrito, Contra Costa, CA, 210809.02, 211562.50, 229675.00, 267404.17, 338258.33, 379154.17, 433858.33, 454566.67, 540625.00, 618000.00, 618416.67, 624020.98, 567984.56, 542010.78, 529269.41, 449757.49, 516181.90, 563255.88, 666109.60, 734269.61
94531, Antioch, Contra Costa, CA, 167780.56, 167272.92, 178564.58, 207222.92, 259404.17, 315166.67, 322420.83, 369502.08, 444427.08, 547866.67, 573066.67, 507773.34, 345236.86, 262462.50, 240100.00, 223431.25, 227262.50, 295195.83, 336395.83, 349650.00
95008, Campbell, Santa Clara, CA, 223366.67, 261625.00, 283325.00, 329862.50, 422916.67, 452712.08, 461937.50, 486666.67, 556812.50, 642995.83, 675441.67, 700962.50, 652975.17, 588803.92, 585645.83, 598783.33, 588893.75, 709835.42, 803762.50, 919740.00
94062, Redwood City, San Mateo, CA, 462472.22, 505208.33, 537052.08, 617906.25, 724208.33, 800395.83, 780562.50, 832095.83, 925695.83, 1126187.50, 1110837.50, 1130276.51, 1202454.55, 997710.29, 1015188.91, 1139312.50, 1163305.00, 1425574.51, 1464404.73, 1613250.38
95005, Ben Lomond, Santa Cruz, CA, 180000.00, 215000.00, 268000.00, 282976.24, 341876.70, NA, 414058.82, 432692.31, 479915.44, 594000.00, 605000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA
94538, Fremont, Alameda, CA, 190725.00, 202864.58, 219533.33, 252983.33, 321462.50, 365954.17, 382812.50, 401275.00, 437620.83, 524229.17, 592095.83, 580466.67, 499395.83, 415763.24, 421291.67, 387604.17, 393181.25, 503212.50, 590516.67, 597940.00
94539, Fremont, Alameda, CA, 319113.89, 378168.75, 403504.17, 406395.83, 555379.17, 589058.33, 589000.00, 606183.33, 667033.33, 791712.50, 855056.75, 896008.33, 842416.67, 818628.55, 794587.50, 801000.00, 851941.67, 946391.67, 1055900.00, 1104940.00
94089, Sunnyvale, Santa Clara, CA, NA, NA, NA, NA, NA, 409000.00, NA, 450000.00, NA, NA, 675441.18, 715959.51, 703245.66, 405000.00, 455000.00, 444431.37, NA, 681500.00, 771470.59, 850000.00
95110, San Jose, Santa Clara, CA, NA, 155269.23, 175898.61, 198690.87, 268484.84, 336153.85, 270564.10, 312457.37, 408444.43, 471292.87, 484295.02, 489705.88, 562500.00, 365305.43, 326663.27, 298203.19, 304230.77, 418849.32, 457316.78, 494510.00
95018, Felton, Santa Cruz, CA, 176500.00, 189353.36, 189227.31, 226346.32, 299602.71, 312546.61, 403800.00, 404416.02, 414136.93, 540541.91, 600000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA
95130, San Jose, Santa Clara, CA, 249157.06, 296125.23, 346411.02, 364181.36, 499714.71, 500000.00, 505449.01, 516206.17, 602040.35, 721547.35, 766004.31, 760038.69, 760000.00, 670615.38, 649500.00, 655000.00, 635000.00, 887466.37, 954705.88, NA
94928, Rohnert Park, Sonoma, CA, 166827.78, 175400.00, 180266.67, 194637.50, 234066.67, 270333.33, 297520.83, 329970.83, 391547.92, 478002.08, 464450.00, 430408.75, 330887.75, 267467.32, 267305.90, 254255.69, 259777.08, 304785.42, 365916.67, 337250.00
94403, San Mateo, San Mateo, CA, 278722.22, 303454.17, 350770.83, 400465.08, 485833.33, 535583.33, 524645.83, 569791.67, 654666.67, 747187.50, 766500.00, 781520.83, 752162.59, 682223.53, 685014.58, 652766.67, 687493.75, 816056.46, 844029.17, 1015388.69
95119, San Jose, Santa Clara, CA, 193265.61, 214465.46, 239423.08, 297862.75, 406372.55, NA, 436458.82, 480031.86, 506644.34, 641333.33, NA, NA, NA, NA, NA, NA, NA, 605500.00, 721000.00, 710882.35
94925, Corte Madera, Marin, CA, 305533.33, 347047.44, 403867.42, 451651.50, 553363.45, 539032.29, 667136.55, 705517.44, 756499.63, 896844.41, 1018730.77, 916340.78, 917716.91, 784313.73, 862696.08, 807589.74, 875098.04, 953461.54, 1089000.00, 925000.00
94061, Redwood City, San Mateo, CA, 286450.00, 317289.75, 359000.00, 406354.17, 520354.17, 563720.83, 556966.67, 579500.00, 673145.83, 777237.50, 804844.94, 826879.17, 776141.67, 733097.06, 735769.54, 654754.17, 731302.12, 851817.09, 917673.92, 989638.46
95033, Lexington Hills, Santa Clara, CA, NA, 282250.00, 334500.00, 370500.00, 475000.00, 490000.00, NA, 540000.00, 660615.38, 573000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
94132, San Francisco, San Francisco, CA, 288444.44, 281032.60, 311829.02, 355229.17, 434916.67, 526822.12, 510629.58, 518379.92, 542120.83, 688270.83, 697438.15, 746211.05, 759230.77, 562435.29, 676366.13, 558794.96, 550384.62, 670000.00, 630000.00, 620000.00
95138, San Jose, Santa Clara, CA, 354496.43, 368639.33, 453792.50, 404141.08, 480529.92, 537346.41, 501187.50, 544477.27, 738166.67, 906729.17, 792618.18, 901388.89, 932334.84, 761696.27, 671346.98, 640403.53, 751136.76, 814543.21, 1069083.79, 723252.55
94920, Tiburon, Marin, CA, 633040.20, 753109.84, 700818.18, 864141.51, 1180802.92, 1200425.00, 1189397.06, 1251588.30, 1396025.00, 1651925.75, 1732352.94, 1633055.88, 1634131.50, 1950000.00, 1841212.02, 1565408.99, 1423752.14, 1693925.34, 1884266.34, 1597500.00
94707, Berkeley, Alameda, CA, 315040.85, 346413.40, 400478.98, 448734.41, 566958.43, 653875.00, 618740.62, 681259.80, 764648.16, 879094.34, 827836.18, 992245.70, 951352.94, 863000.00, 798082.35, 744233.03, 805000.00, NA, 1085000.00, NA
95620, Dixon, Solano, CA, 145463.89, 155417.50, 151968.75, 154710.42, 188545.83, 227003.10, 261645.83, 310583.33, 369862.50, 467366.83, 478532.78, 453511.76, 342784.31, 262982.51, 248416.29, 236305.15, 205000.00, 318907.50, 323501.51, 340525.96
94134, San Francisco, San Francisco, CA, 184927.78, 201587.50, 218841.67, 261241.67, 330787.50, 383075.00, 424229.17, 458695.83, 527554.17, 638033.33, 670857.81, 657375.00, 570133.48, 520527.15, 468921.83, 448986.88, 445515.76, 617625.94, 625302.26, 610000.00
95073, Soquel, Santa Cruz, CA, NA, 249046.95, 296617.21, 333552.26, 480948.72, 450000.00, 494707.39, 542000.00, 500000.00, 763000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
95066, Scotts Valley, Santa Cruz, CA, 264080.18, 299239.58, 321618.86, 354447.08, 425588.56, 497484.41, 528566.67, 525946.73, 636138.48, 723737.50, 755139.64, 748462.63, 696846.15, 660000.00, NA, 537500.00, 575829.19, 599411.76, 703692.31, 745176.47
94709, Berkeley, Alameda, CA, NA, NA, 176500.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
95687, Vacaville, Solano, CA, 139780.56, 137816.67, 144320.83, 156500.00, 180620.83, 219337.50, 254083.33, 294787.50, 348210.08, 425350.00, 435058.33, 402900.00, 312437.50, 252937.40, 224847.92, 209425.00, 203250.00, 262291.67, 306625.00, 314695.00
95448, Healdsburg, Sonoma, CA, 190637.98, 196434.56, 207272.92, 238904.17, 314729.17, 359645.83, 369812.50, 420120.83, 461525.00, 580033.89, 620393.10, 606799.61, 381941.18, 422104.01, 477709.54, 474000.00, 510828.05, 481206.85, 507039.50, 468352.94
95688, Vacaville, Solano, CA, 165683.33, 167768.50, 170479.17, 181958.33, 207979.17, 258250.00, 284291.67, 348733.33, 407387.50, 483486.75, 487125.00, 472497.74, 368323.13, 323774.89, 277559.97, 276691.67, 280865.08, 320987.50, 371637.50, 389310.00
94708, Berkeley, Alameda, CA, 293929.41, 324835.29, 373806.97, 428217.28, 529230.77, 597346.15, 657666.67, 635784.77, 746042.15, 871058.82, 900769.23, 873923.08, NA, 831411.76, 854600.30, 696632.35, 773000.00, 950000.00, 985000.00, 1205000.00
95442, Glen Ellen, Sonoma, CA, NA, 300000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
95118, San Jose, Santa Clara, CA, 221800.00, 248809.42, 278329.17, 315708.33, 399875.00, 429895.83, 450958.92, 470902.83, 524395.83, 612443.75, 667095.83, 643293.75, 578834.74, 516727.94, 549030.34, 524779.17, 556765.51, 651718.75, 721170.83, 745160.00
94541, Hayward, Alameda, CA, 151188.89, 156045.83, 168772.92, 187435.42, 243137.50, 293154.17, 322520.83, 350875.00, 415166.67, 506958.33, 554929.17, 475937.50, 322781.76, 264794.34, 261558.33, 261695.83, 254837.50, 340104.17, 405375.00, 410860.00
95010, Capitola, Santa Cruz, CA, 166372.55, 235556.83, 215550.49, 222399.59, 312362.48, 376740.33, 383717.31, 385107.57, 487719.93, 586221.92, 570615.38, 439500.00, 600000.00, 453692.31, 7950000.00, NA, NA, 734000.00, 406000.00, NA
94542, Hayward, Alameda, CA, 244364.85, 242237.31, 237492.39, 285825.00, 314365.11, 324961.99, 377288.24, 481727.21, 448970.00, 590488.24, 489039.78, 473818.00, NA, 280000.00, 470731.33, 407509.80, 432500.00, 494154.24, 640000.00, 610000.00
94545, Hayward, Alameda, CA, 164252.35, 165841.67, 176012.50, 205416.67, 253821.17, 300466.67, 332000.00, 383458.33, 459395.83, 560937.50, 598300.00, 547462.42, 426845.00, 273372.63, 334257.20, 284133.33, 288786.76, 372259.09, 427159.09, 414484.92
94544, Hayward, Alameda, CA, 158269.44, 155337.50, 167625.00, 197920.83, 247350.00, 288520.83, 315395.83, 357500.00, 410179.17, 493550.00, 480931.75, 506538.89, 355647.34, 279695.00, 282204.17, 254875.00, 253283.33, 353720.83, 399275.00, 420215.00
94547, Hercules, Contra Costa, CA, 155526.31, 155360.42, 164647.92, 187554.17, 205354.55, 256750.00, 300445.83, 350104.17, 483370.83, 524506.25, 594110.42, 538251.15, 421456.73, 335159.66, 320145.83, 292743.19, 259164.66, 360979.17, 403361.20, 387098.04
94546, Castro Valley, Alameda, CA, 186827.78, 204787.50, 218445.83, 243833.33, 292645.83, 339687.50, 379833.33, 406659.08, 487516.67, 567837.50, 605166.67, 565895.83, 484416.67, 429037.39, 409925.00, 368527.08, 410777.08, 493079.17, 544354.17, 521960.00
94549, Lafayette, Contra Costa, CA, 384233.33, 391159.83, 456487.50, 488687.50, 591708.33, 609450.00, 658622.92, 727277.08, 815420.83, 1015500.00, 1024833.33, 1041875.00, 1057491.18, 846362.75, 888316.37, 927999.45, 923508.82, 1105769.28, 1119995.88, 1265281.67
94706, Albany, Alameda, CA, 191550.00, 183773.67, 209820.98, 229353.96, 316075.88, 350402.07, 382479.23, 418916.67, 452184.46, 566669.34, 565374.39, 524635.29, 537500.00, 564702.11, 559021.72, 364411.76, 573673.53, 610923.83, 634883.82, 715000.00
94705, Berkeley, Alameda, CA, 350000.00, 185299.02, 420364.22, 516250.00, 696763.20, NA, 771000.00, 842654.60, 863000.00, NA, NA, 1279000.00, NA, 488000.00, 941764.71, 1061990.20, 575000.00, NA, 1258235.29, 1500000.00
95014, Cupertino, Santa Clara, CA, 370566.67, 424616.67, 485829.17, 517670.83, 703916.67, 732500.00, 697750.00, 656270.83, 738302.08, 875418.75, 892570.83, 936354.17, 970386.36, 924783.81, 959791.67, 952416.67, 1001991.67, 1186079.17, 1414925.00, 1583522.29
94702, Berkeley, Alameda, CA, NA, 193135.59, 202294.12, 237171.32, 332863.44, 371385.29, 377544.43, 469847.29, 516471.34, 566832.58, 610750.00, NA, 533000.00, 505051.28, 491500.00, 498964.85, 470000.00, 611500.00, 644017.08, NA
94939, Larkspur, Marin, CA, 400000.00, 320000.00, 489463.03, 578125.00, 680769.23, 689230.77, 890000.00, 960000.00, 904556.88, 1051470.59, 1385000.00, NA, NA, NA, NA, NA, NA, NA, NA, NA
94070, San Carlos, San Mateo, CA, 343183.33, 394500.00, 440479.17, 499070.83, 636008.33, 630512.50, 644075.00, 667895.83, 762979.17, 885054.17, 860654.17, 956750.00, 906562.50, 818483.96, 805104.17, 812375.00, 862250.00, 1018164.75, 1207010.89, 1387191.93
94597, Walnut Creek, Contra Costa, CA, 203464.05, 218612.50, 227191.67, 252337.50, 327662.50, 376583.33, 390466.67, 413033.33, 494579.17, 598376.08, 573650.00, 581105.59, 552585.12, 457285.29, 427379.51, 413087.17, 420107.47, 509008.33, 553822.62, 481808.82
94930, Fairfax, Marin, CA, 246153.85, 281634.56, 316305.71, 358161.76, 384620.21, 470666.67, 534762.07, 537525.26, 623100.25, 740127.94, 787307.69, NA, NA, NA, NA, 548000.00, NA, NA, NA, 525000.00
94703, Berkeley, Alameda, CA, 213153.85, 200293.24, 198428.88, 252718.70, 300000.00, 346897.44, NA, 432000.00, 507352.94, 630647.96, NA, 710000.00, NA, 463000.00, 621000.00, 495000.00, NA, NA, NA, NA
95391, Tracy, San Joaquin, CA, NA, NA, NA, NA, NA, NA, NA, 417799.26, 518675.00, 603921.73, 715276.80, 660033.94, NA, 309455.38, 320956.25, 319547.92, 301301.47, 389104.17, 428960.91, 442674.51
95497, Annapolis, Sonoma, CA, NA, 242058.82, 295338.24, 309409.87, 324679.41, 228750.00, 419500.00, NA, 613461.54, 760000.00, NA, NA, NA, NA, NA, NA, NA, 565000.00, 598500.00, 725000.00
95006, Boulder Creek, Santa Cruz, CA, 155753.85, 177598.33, 195800.59, 228184.83, 251412.82, 313820.06, 339468.77, 363429.50, 423246.09, 454687.19, 472265.16, 470000.00, NA, 275000.00, 303000.00, NA, NA, 331192.31, 348846.15, NA
94127, San Francisco, San Francisco, CA, 327671.90, 364333.33, 430525.00, 492295.83, 665125.00, 658645.83, 690723.47, 718208.33, 831834.59, 936757.71, 978728.26, 1037745.83, 1027690.93, 894201.47, 928776.44, 841717.06, 1006087.75, 1057995.36, 1183893.48, 1348235.29
94552, Castro Valley, Alameda, CA, 296588.24, 304770.46, 326293.75, 375457.92, 470456.25, 508697.23, 504916.67, 553160.07, 653045.61, 738510.58, 762745.37, 777585.22, 648500.00, 606411.76, 609136.55, 560025.74, 579539.95, 695513.57, 739281.67, 810000.00
94553, Martinez, Contra Costa, CA, 170711.11, 172200.00, 179709.83, 197129.92, 249029.17, 296920.83, 324579.17, 359437.50, 422104.17, 506250.00, 547375.39, 505160.61, 434750.00, 366895.83, 317187.50, 296229.17, 288504.17, 356277.08, 411500.00, 447550.00
94550, Livermore, Alameda, CA, 220861.11, 215363.64, 255889.58, 279908.33, 364811.36, 465863.64, 555752.08, 551427.08, 570654.17, 671895.83, 670200.00, 669862.50, 651462.05, 469689.58, 477108.33, 483841.67, 473116.67, 582235.42, 625087.50, 669740.00
94551, Livermore, Alameda, CA, 183444.44, 191589.58, 213100.33, 261352.08, 302854.17, 348479.17, 370187.50, 391183.33, 460225.00, 555737.50, 575666.67, 544162.83, 457541.67, 389529.17, 383995.83, 347108.33, 363079.17, 452770.83, 527808.33, 550970.00
94556, Moraga, Contra Costa, CA, 365413.89, 382488.07, 400854.17, 403718.53, 543511.81, 563952.88, 604256.82, 670232.72, 662283.96, 773724.19, 926078.43, 927348.09, 822632.51, 846556.06, 713308.82, 784041.62, 778158.82, 926311.76, 965774.84, 1136995.10
95320, Escalon, San Joaquin, CA, 120000.00, 128018.18, 132063.98, 142557.32, 160997.72, 186323.43, 222259.36, 273995.19, 312387.99, 377872.18, 390000.00, 367500.00, NA, NA, NA, NA, NA, NA, NA, NA
94555, Fremont, Alameda, CA, 217405.56, 238729.17, 263270.83, 294241.67, 383800.00, 416062.50, 435729.17, 457141.67, 531295.83, 650333.33, 656131.25, 646181.25, 609590.91, 538796.03, 542141.67, 504539.71, 518831.02, 629525.00, 702520.83, 828560.00
95376, Tracy, San Joaquin, CA, 159411.11, 166412.50, 169141.67, 186781.25, 229327.08, 278575.00, 279104.17, 303415.17, 369704.17, 459458.33, 469058.33, 423120.83, 245455.88, 183833.33, 182222.92, 178714.58, 199756.25, 256029.17, 312629.17, 326150.00
95128, San Jose, Santa Clara, CA, 215890.78, 245996.73, 280752.74, 338062.50, 417799.47, 429545.29, 457636.93, 480257.35, 550810.86, 585450.00, 641537.50, 638945.45, 559485.29, 456399.32, 441102.45, 424608.33, 472100.00, 580970.83, 622172.31, 666740.00
94558, Napa, Napa, CA, 180791.67, 193682.33, 199362.50, 234920.83, 277272.92, 311772.92, 352791.67, 431687.50, 501716.67, 581179.17, 574833.33, 577229.17, 473625.00, 407500.00, 360270.83, 344229.17, 361614.58, 429279.17, 480408.33, 476770.00
94559, Napa, Napa, CA, 148910.46, 154268.53, 159605.92, 177787.42, 226000.00, 273229.17, 323000.00, 371958.33, 440875.00, 523408.33, 511562.50, 539281.82, 531816.58, 338386.07, 328482.47, 302896.88, 304643.95, 390088.74, 455406.63, 664500.00
94066, San Bruno, San Mateo, CA, 221591.67, 226110.17, 247240.49, 262672.34, 312000.00, 380313.64, 419095.83, 478320.83, 536125.00, 641450.00, 646800.00, 663627.27, 599295.45, 516908.33, 501633.33, 475208.33, 419958.33, 490483.33, 621545.45, 412550.00
95492, Windsor, Sonoma, CA, 189472.22, 195572.92, 198881.25, 224910.42, 287260.42, 333854.50, 348585.42, 388472.92, 472183.33, 566333.67, 570871.25, 508144.69, 416187.50, 367750.00, 358625.00, 333054.56, 353144.89, 393541.67, 459958.33, 498801.92
95117, San Jose, Santa Clara, CA, 255424.18, 255224.36, 306507.07, 327635.42, 449802.87, 463616.99, 460770.83, 474270.83, 540000.00, 652845.83, 650963.64, 700081.57, 628000.00, 486705.23, 474520.74, 530527.90, 518409.73, 678635.29, 719921.57, 725294.12
95116, San Jose, Santa Clara, CA, 152557.35, 163589.58, 184679.17, 208525.00, 262770.83, 305604.17, 317000.00, 350666.67, 414875.00, 468416.67, 507975.00, 576994.03, 352025.64, 257457.72, 266229.17, 267708.33, 281776.48, 322625.34, 387979.12, 448857.94
95111, San Jose, Santa Clara, CA, 170204.00, 173537.50, 205737.50, 220166.67, 277287.50, 335308.12, 336278.96, 372483.33, 407229.17, 487566.67, 573058.33, 563677.78, 381299.29, 318354.17, 312745.83, 303770.83, 302966.08, 398275.00, 441687.50, 505350.00
94063, Redwood City, San Mateo, CA, 205181.90, 221353.92, 243557.35, 302229.33, 360548.13, 421899.52, 444523.53, 481781.11, 550958.58, 615441.18, 664218.94, 693935.84, 389117.65, 477058.82, 390846.15, 407220.59, 470000.00, NA, 785000.00, NA
95112, San Jose, Santa Clara, CA, 168135.62, 189275.00, 210389.22, 245497.92, 323104.17, 366758.33, 377516.67, 392320.79, 440683.33, 507962.50, 531462.50, 569562.50, 462547.64, 383250.00, 374704.17, 318802.08, 372037.35, 449308.33, 503020.59, 554957.01
95065, Santa Cruz, Santa Cruz, CA, 248665.16, 231757.35, 286474.01, 313166.67, 370269.23, NA, 468227.75, 501862.75, 619000.00, 716411.76, 697500.00, NA, NA, NA, NA, NA, NA, NA, NA, NA
94103, San Francisco, San Francisco, CA, 224423.08, 312000.00, 308000.00, 371972.20, 488835.38, 408000.00, 425508.48, 427586.50, 547889.58, 641862.50, 639625.46, 664523.64, 646500.00, 617718.04, 598703.05, 534019.23, 612897.06, 743239.41, 831214.34, 861078.43
94102, San Francisco, San Francisco, CA, NA, 247500.00, 243264.71, 266176.47, 320000.00, NA, 370000.00, NA, 426750.00, 800470.59, NA, 494454.71, 529590.27, 419000.00, 534000.00, 512000.00, NA, 498264.71, 555750.00, NA
94105, San Francisco, San Francisco, CA, 246352.94, 254411.76, 286706.95, 400000.00, NA, NA, 382345.00, 461865.10, 553344.61, 630180.66, 777683.71, 709234.29, 711519.73, 651397.06, 663975.48, 629780.25, 760439.41, 867946.76, 989762.50, 1237335.41
95060, Santa Cruz, Santa Cruz, CA, 230277.78, 243858.33, 269131.25, 324097.92, 407145.83, 465333.33, 477637.50, 525828.00, 631597.92, 670739.58, 737145.83, 731333.33, 688510.00, 580595.59, 576386.60, 548161.25, 573436.03, 645217.32, 705526.90, 713968.78
94107, San Francisco, San Francisco, CA, 257755.44, 283918.75, 344423.21, 343954.17, 574358.33, 517665.27, 487484.99, 512958.33, 632095.83, 768154.17, 712791.67, 767770.83, 629038.20, 649347.73, 654537.50, 658064.58, 667945.83, 767012.50, 879258.33, 1013250.00
95062, Santa Cruz, Santa Cruz, CA, 214305.56, 229250.00, 252415.83, 298856.25, 382931.25, 453220.83, 479110.42, 503672.17, 588579.17, 707962.50, 717975.00, 696662.50, 615596.15, 573116.01, 546209.75, 512352.84, 514035.18, 595310.00, 649281.27, 675880.88
94505, Discovery Bay, Contra Costa, CA, 217437.58, 200916.67, 229291.67, 242412.50, 314483.33, 364608.33, 363106.25, 413209.29, 493505.12, 627875.00, 694731.25, 639983.33, 455085.07, 325568.91, 312725.00, 295558.33, 345745.92, 399384.01, 440820.08, 456080.00
94949, Novato, Marin, CA, 316290.00, 312665.01, 304007.23, 355795.83, 476891.67, 485487.50, 528333.33, 625968.75, 646084.95, 747370.54, 700772.22, 767071.43, 665077.21, 617460.37, 619582.30, 493920.92, 526292.83, 631249.59, 730103.86, 649979.41
94030, Millbrae, San Mateo, CA, 358397.50, 376148.78, 399854.17, 476577.91, 599586.38, 638451.94, 643623.77, 703166.67, 777020.83, 875908.33, 968168.56, 855463.91, 920951.52, 711218.33, 789132.40, 866619.16, 852079.60, 991079.81, 1177124.60, 1189411.76
94945, Novato, Marin, CA, 259901.29, 274252.08, 287747.92, 348439.58, 414699.28, 457995.00, 487191.67, 544592.78, 647437.50, 740931.82, 742145.83, 728195.59, 660687.65, 516485.15, 610000.00, 474503.78, 537840.50, 655859.66, 649281.74, 617923.08
95366, Ripon, San Joaquin, CA, 132637.07, 152141.15, 161077.74, 166727.13, 205300.00, 255437.50, 277364.00, 330416.67, 398812.50, 451700.00, 488862.50, 447464.29, 309215.69, 274194.00, 256927.25, 276179.61, 274656.11, 274638.39, 325253.99, 330785.21
94947, Novato, Marin, CA, 238313.89, 238472.92, 261252.50, 286983.33, 349845.83, 407229.17, 427958.33, 462020.83, 539770.83, 626708.33, 644458.33, 638891.18, 473818.19, 421955.73, 424283.33, 377077.07, 401606.73, 472841.67, 571615.03, 751400.00
94941, Mill Valley, Marin, CA, 390766.67, 427458.33, 452158.33, 535195.83, 677708.33, 726520.83, 736312.50, 787354.17, 877158.33, 976087.50, 1045959.09, 1130958.33, 1180160.07, 941580.00, 951666.67, 973331.74, 919025.00, 1000345.83, 1087689.61, 1349600.00
94507, Alamo, Contra Costa, CA, 520166.67, 580291.67, 648708.33, 662687.50, 879687.50, 922229.12, 1001758.33, 1107241.67, 1195145.83, 1392083.33, 1438105.20, 1468365.55, 1302387.44, 1163484.62, 1183466.63, 1061518.38, 1163497.45, 1241359.50, 1424805.93, 1365289.22
94005, Brisbane, San Mateo, CA, NA, NA, 229823.53, 342284.56, 392102.51, NA, 472803.92, 480500.00, 628099.26, 652410.26, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
